id,if,author,dynasty,location,name,material,size1,size2,mulu,佳品,精品,区域1,区域2,分卷,分册
D013010,已出版,華嵒,明,天津博物館,花卉山水(十開),紙本水墨/設色/絹本設色,23.1×53.5不等/35.2×33.2八大山人尺寸,册,書畫目錄,佳品（有圖）,精品（明）9 ；精品（清）3 ；精品（清）4 ；精品（清）5 ；精品（清）7,中国大陆,天津,5-15 清画全集 金陵名家,5-07 清画全集 弘仁 第2册
D013010,已出版,八大山人,明,天津博物館,花卉山水(十開),紙本水墨/設色/絹本設色,23.1×53.5不等/35.2×33.2八大山人尺寸,册,書畫目錄,佳品（有圖）,精品（明）9 ；精品（清）3 ；精品（清）4 ；精品（清）5 ；精品（清）7,中国大陆,天津,5-15 清画全集 金陵名家,5-07 清画全集 弘仁 第2册
D001109,已出版,石溪等,清,故宫博物院,山水十開册(圖目)/清人集錦册-髡殘山水册頁(故宫)/清人集錦册(出版),金箋水墨/設色,30.7×33.5,册,書畫目錄,佳品（有圖）,精品（清）2,中国大陆,北京,5-15 清画全集 金陵名家,5-08 清画全集 石溪 第2册
D001109,已出版,石溪（出版）,清,故宫博物院,山水十開册(圖目)/清人集錦册-髡殘山水册頁(故宫)/清人集錦册(出版),金箋水墨/設色,30.7×33.5,册,書畫目錄,佳品（有圖）,精品（清）2,中国大陆,北京,5-15 清画全集 金陵名家,5-08 清画全集 石溪 第2册
D001109,已出版,海靖,清,故宫博物院,山水十開册(圖目)/清人集錦册-髡殘山水册頁(故宫)/清人集錦册(出版),金箋水墨/設色,30.7×33.5,册,書畫目錄,佳品（有圖）,精品（清）2,中国大陆,北京,5-15 清画全集 金陵名家,5-08 清画全集 石溪 第2册
D001109,已出版,樊沂,清,故宫博物院,山水十開册(圖目)/清人集錦册-髡殘山水册頁(故宫)/清人集錦册(出版),金箋水墨/設色,30.7×33.5,册,書畫目錄,佳品（有圖）,精品（清）2,中国大陆,北京,5-15 清画全集 金陵名家,5-08 清画全集 石溪 第2册
D001109,已出版,楊廷,清,故宫博物院,山水十開册(圖目)/清人集錦册-髡殘山水册頁(故宫)/清人集錦册(出版),金箋水墨/設色,30.7×33.5,册,書畫目錄,佳品（有圖）,精品（清）2,中国大陆,北京,5-15 清画全集 金陵名家,5-08 清画全集 石溪 第2册
D001109,已出版,高遇,清,故宫博物院,山水十開册(圖目)/清人集錦册-髡殘山水册頁(故宫)/清人集錦册(出版),金箋水墨/設色,30.7×33.5,册,書畫目錄,佳品（有圖）,精品（清）2,中国大陆,北京,5-15 清画全集 金陵名家,5-08 清画全集 石溪 第2册
D001109,已出版,葉欣,清,故宫博物院,山水十開册(圖目)/清人集錦册-髡殘山水册頁(故宫)/清人集錦册(出版),金箋水墨/設色,30.7×33.5,册,書畫目錄,佳品（有圖）,精品（清）2,中国大陆,北京,5-15 清画全集 金陵名家,5-08 清画全集 石溪 第2册
D001109,已出版,高岑,清,故宫博物院,山水十開册(圖目)/清人集錦册-髡殘山水册頁(故宫)/清人集錦册(出版),金箋水墨/設色,30.7×33.5,册,書畫目錄,佳品（有圖）,精品（清）2,中国大陆,北京,5-15 清画全集 金陵名家,5-08 清画全集 石溪 第2册
D001109,已出版,吴宏,清,故宫博物院,山水十開册(圖目)/清人集錦册-髡殘山水册頁(故宫)/清人集錦册(出版),金箋水墨/設色,30.7×33.5,册,書畫目錄,佳品（有圖）,精品（清）2,中国大陆,北京,5-15 清画全集 金陵名家,5-08 清画全集 石溪 第2册
D001109,已出版,鄒喆,清,故宫博物院,山水十開册(圖目)/清人集錦册-髡殘山水册頁(故宫)/清人集錦册(出版),金箋水墨/設色,30.7×33.5,册,書畫目錄,佳品（有圖）,精品（清）2,中国大陆,北京,5-15 清画全集 金陵名家,5-08 清画全集 石溪 第2册
D001109,已出版,謝成,清,故宫博物院,山水十開册(圖目)/清人集錦册-髡殘山水册頁(故宫)/清人集錦册(出版),金箋水墨/設色,30.7×33.5,册,書畫目錄,佳品（有圖）,精品（清）2,中国大陆,北京,5-15 清画全集 金陵名家,5-08 清画全集 石溪 第2册
D000002,已出版,龔賢,清,上海博物館,金陵畫家集畫十開册,金陵：絹本水墨/設色，龔賢：絹本水墨,18.6×27.2,册,書畫目錄,佳品（有圖）,,中国大陆,上海,5-15 清画全集 金陵名家,5-08 清画全集 石溪 第2册
D000002,已出版,石溪,清,上海博物館,金陵畫家集畫十開册,金陵：絹本水墨/設色，龔賢：絹本水墨,18.6×27.2,册,書畫目錄,佳品（有圖）,,中国大陆,上海,5-15 清画全集 金陵名家,5-08 清画全集 石溪 第2册
D000002,已出版,鄒喆,清,上海博物館,金陵畫家集畫十開册,金陵：絹本水墨/設色，龔賢：絹本水墨,18.6×27.2,册,書畫目錄,佳品（有圖）,,中国大陆,上海,5-15 清画全集 金陵名家,5-08 清画全集 石溪 第2册
D000002,已出版,石城大雲,清,上海博物館,金陵畫家集畫十開册,金陵：絹本水墨/設色，龔賢：絹本水墨,18.6×27.2,册,書畫目錄,佳品（有圖）,,中国大陆,上海,5-15 清画全集 金陵名家,5-08 清画全集 石溪 第2册
D000002,已出版,武丹,清,上海博物館,金陵畫家集畫十開册,金陵：絹本水墨/設色，龔賢：絹本水墨,18.6×27.2,册,書畫目錄,佳品（有圖）,,中国大陆,上海,5-15 清画全集 金陵名家,5-08 清画全集 石溪 第2册
D000002,已出版,蕭雲從,清,上海博物館,金陵畫家集畫十開册,金陵：絹本水墨/設色，龔賢：絹本水墨,18.6×27.2,册,書畫目錄,佳品（有圖）,,中国大陆,上海,5-15 清画全集 金陵名家,5-08 清画全集 石溪 第2册
D000002,已出版,樊圻等,清,上海博物館,金陵畫家集畫十開册,金陵：絹本水墨/設色，龔賢：絹本水墨,18.6×27.2,册,書畫目錄,佳品（有圖）,,中国大陆,上海,5-15 清画全集 金陵名家,5-08 清画全集 石溪 第2册
D000002,已出版,石溪等（出版）,清,上海博物館,金陵畫家集畫十開册,金陵：絹本水墨/設色，龔賢：絹本水墨,18.6×27.2,册,書畫目錄,佳品（有圖）,,中国大陆,上海,5-15 清画全集 金陵名家,5-08 清画全集 石溪 第2册
D000002,已出版,適道人（款文）,清,上海博物館,金陵畫家集畫十開册,金陵：絹本水墨/設色，龔賢：絹本水墨,18.6×27.2,册,書畫目錄,佳品（有圖）,,中国大陆,上海,5-15 清画全集 金陵名家,5-08 清画全集 石溪 第2册
D000002,已出版,應耨（印文）,清,上海博物館,金陵畫家集畫十開册,金陵：絹本水墨/設色，龔賢：絹本水墨,18.6×27.2,册,書畫目錄,佳品（有圖）,,中国大陆,上海,5-15 清画全集 金陵名家,5-08 清画全集 石溪 第2册
D019088,已出版,蕭一芸,清,上海博物館,書畫十六開,紙本水墨,23.7×16.2,册頁,書畫目錄,佳品（有圖）,,中国大陆,上海,5-15 清画全集 金陵名家,5-11 清画全集 萧云从与姑孰画派 第1册
D019088,已出版,程邃,清,上海博物館,書畫十六開,紙本水墨,23.7×16.2,册頁,書畫目錄,佳品（有圖）,,中国大陆,上海,5-15 清画全集 金陵名家,5-11 清画全集 萧云从与姑孰画派 第1册
D019088,已出版,罗牧,清,上海博物館,書畫十六開,紙本水墨,23.7×16.2,册頁,書畫目錄,佳品（有圖）,,中国大陆,上海,5-15 清画全集 金陵名家,5-11 清画全集 萧云从与姑孰画派 第1册
D019088,已出版,弘修,清,上海博物館,書畫十六開,紙本水墨,23.7×16.2,册頁,書畫目錄,佳品（有圖）,,中国大陆,上海,5-15 清画全集 金陵名家,5-11 清画全集 萧云从与姑孰画派 第1册
D019088,已出版,张穉,清,上海博物館,書畫十六開,紙本水墨,23.7×16.2,册頁,書畫目錄,佳品（有圖）,,中国大陆,上海,5-15 清画全集 金陵名家,5-11 清画全集 萧云从与姑孰画派 第1册
D019088,已出版,唐允甲,清,上海博物館,書畫十六開,紙本水墨,23.7×16.2,册頁,書畫目錄,佳品（有圖）,,中国大陆,上海,5-15 清画全集 金陵名家,5-11 清画全集 萧云从与姑孰画派 第1册
D019088,已出版,王概,清,上海博物館,書畫十六開,紙本水墨,23.7×16.2,册頁,書畫目錄,佳品（有圖）,,中国大陆,上海,5-15 清画全集 金陵名家,5-11 清画全集 萧云从与姑孰画派 第1册
D001752,,程邃,清,佛利爾·賽克勒美術館,山水圖(鈴木敬)/Landscape for Qiu Yuanwu(官網),紙本水墨,21.0×283.2,卷,,,,北美,美国,5-15 清画全集 金陵名家,
D001752,,方亨咸,清,佛利爾·賽克勒美術館,山水圖(鈴木敬)/Landscape for Qiu Yuanwu(官網),紙本水墨,21.0×283.2,卷,,,,北美,美国,5-15 清画全集 金陵名家,
D001752,,張恂,清,佛利爾·賽克勒美術館,山水圖(鈴木敬)/Landscape for Qiu Yuanwu(官網),紙本水墨,21.0×283.2,卷,,,,北美,美国,5-15 清画全集 金陵名家,
D004449,,史爾祉,清,故宫博物院,山水十二開,紙本水墨/設色,19.5×16,册,書畫目錄,佳品（有圖）,,中国大陆,北京,5-15 清画全集 金陵名家,
D004449,,孫逸,清,故宫博物院,山水十二開,紙本水墨/設色,19.5×16,册,書畫目錄,佳品（有圖）,,中国大陆,北京,5-15 清画全集 金陵名家,
D004449,,遁休,清,故宫博物院,山水十二開,紙本水墨/設色,19.5×16,册,書畫目錄,佳品（有圖）,,中国大陆,北京,5-15 清画全集 金陵名家,
D004449,,高簡,清,故宫博物院,山水十二開,紙本水墨/設色,19.5×16,册,書畫目錄,佳品（有圖）,,中国大陆,北京,5-15 清画全集 金陵名家,
D004449,,蕭晨,清,故宫博物院,山水十二開,紙本水墨/設色,19.5×16,册,書畫目錄,佳品（有圖）,,中国大陆,北京,5-15 清画全集 金陵名家,
D004449,,江遠,清,故宫博物院,山水十二開,紙本水墨/設色,19.5×16,册,書畫目錄,佳品（有圖）,,中国大陆,北京,5-15 清画全集 金陵名家,
D004449,,胡玉昆,清,故宫博物院,山水十二開,紙本水墨/設色,19.5×16,册,書畫目錄,佳品（有圖）,,中国大陆,北京,5-15 清画全集 金陵名家,
D004449,,樊圻,清,故宫博物院,山水十二開,紙本水墨/設色,19.5×16,册,書畫目錄,佳品（有圖）,,中国大陆,北京,5-15 清画全集 金陵名家,
D004449,,朱陵,清,故宫博物院,山水十二開,紙本水墨/設色,19.5×16,册,書畫目錄,佳品（有圖）,,中国大陆,北京,5-15 清画全集 金陵名家,
D004449,,夏官,清,故宫博物院,山水十二開,紙本水墨/設色,19.5×16,册,書畫目錄,佳品（有圖）,,中国大陆,北京,5-15 清画全集 金陵名家,
D004449,,華胥,清,故宫博物院,山水十二開,紙本水墨/設色,19.5×16,册,書畫目錄,佳品（有圖）,,中国大陆,北京,5-15 清画全集 金陵名家,
D004449,,志完,清,故宫博物院,山水十二開,紙本水墨/設色,19.5×16,册,書畫目錄,佳品（有圖）,,中国大陆,北京,5-15 清画全集 金陵名家,
D007107,,樊圻,清,廣西壯族自治區博物館,山水(八開),絹本設色,24.5×28,册,書畫目錄,佳品（有圖）,精品（清）4,中国大陆,广西,5-15 清画全集 金陵名家,
D007107,,樊沂,清,廣西壯族自治區博物館,山水(八開),絹本設色,24.5×28,册,書畫目錄,佳品（有圖）,精品（清）4,中国大陆,广西,5-15 清画全集 金陵名家,
D000093,,龔賢,清,廣州藝術博物院,山水(八開),龔賢：紙本水墨/設色，金陵：紙本設色,15.7×19.2,册,書畫目錄,佳品（有圖）,,中国大陆,广东,5-15 清画全集 金陵名家,
D000093,,吴宏,清,廣州藝術博物院,山水(八開),龔賢：紙本水墨/設色，金陵：紙本設色,15.7×19.2,册,書畫目錄,佳品（有圖）,,中国大陆,广东,5-15 清画全集 金陵名家,
D000093,,樊圻,清,廣州藝術博物院,山水(八開),龔賢：紙本水墨/設色，金陵：紙本設色,15.7×19.2,册,書畫目錄,佳品（有圖）,,中国大陆,广东,5-15 清画全集 金陵名家,
D000093,,高遇,清,廣州藝術博物院,山水(八開),龔賢：紙本水墨/設色，金陵：紙本設色,15.7×19.2,册,書畫目錄,佳品（有圖）,,中国大陆,广东,5-15 清画全集 金陵名家,
D000093,,太宗（印文）,清,廣州藝術博物院,山水(八開),龔賢：紙本水墨/設色，金陵：紙本設色,15.7×19.2,册,書畫目錄,佳品（有圖）,,中国大陆,广东,5-15 清画全集 金陵名家,
D000093,,高岑,清,廣州藝術博物院,山水(八開),龔賢：紙本水墨/設色，金陵：紙本設色,15.7×19.2,册,書畫目錄,佳品（有圖）,,中国大陆,广东,5-15 清画全集 金陵名家,
D000093,,王槩,清,廣州藝術博物院,山水(八開),龔賢：紙本水墨/設色，金陵：紙本設色,15.7×19.2,册,書畫目錄,佳品（有圖）,,中国大陆,广东,5-15 清画全集 金陵名家,
D000093,,佚名,清,廣州藝術博物院,山水(八開),龔賢：紙本水墨/設色，金陵：紙本設色,15.7×19.2,册,書畫目錄,佳品（有圖）,,中国大陆,广东,5-15 清画全集 金陵名家,
D008373,,樊圻,清,南京博物院,寇白門像,紙本水墨,,軸,,,,中国大陆,江苏,5-15 清画全集 金陵名家,
D008373,,吴宏,清,南京博物院,寇白門像,紙本水墨,,軸,,,,中国大陆,江苏,5-15 清画全集 金陵名家,
D009797,,樊圻,清,青島市博物館,花鳥四條（堂上白頭圖 玉堂富貴圖 花鳥圖 花鳥圖）,紙本設色,248×65.1,屏,書畫目錄,佳品（有圖）,精品（清）4,中国大陆,山东,5-15 清画全集 金陵名家,
D009797,,陳卓,清,青島市博物館,花鳥四條（堂上白頭圖 玉堂富貴圖 花鳥圖 花鳥圖）,紙本設色,248×65.1,屏,書畫目錄,佳品（有圖）,精品（清）4,中国大陆,山东,5-15 清画全集 金陵名家,
D009797,,陸瑜,清,青島市博物館,花鳥四條（堂上白頭圖 玉堂富貴圖 花鳥圖 花鳥圖）,紙本設色,248×65.1,屏,書畫目錄,佳品（有圖）,精品（清）4,中国大陆,山东,5-15 清画全集 金陵名家,
D009797,,佚名,清,青島市博物館,花鳥四條（堂上白頭圖 玉堂富貴圖 花鳥圖 花鳥圖）,紙本設色,248×65.1,屏,書畫目錄,佳品（有圖）,精品（清）4,中国大陆,山东,5-15 清画全集 金陵名家,
D009785,,高岑,清,青島市博物館,山水四條屏,紙本水墨/設色,249×65,屏,書畫目錄,佳品（有圖）,精品（清）4,中国大陆,山东,5-15 清画全集 金陵名家,
D009785,,鄒喆,清,青島市博物館,山水四條屏,紙本水墨/設色,249×65,屏,書畫目錄,佳品（有圖）,精品（清）4,中国大陆,山东,5-15 清画全集 金陵名家,
D009785,,吴宏,清,青島市博物館,山水四條屏,紙本水墨/設色,249×65,屏,書畫目錄,佳品（有圖）,精品（清）4,中国大陆,山东,5-15 清画全集 金陵名家,
D009785,,佚名,清,青島市博物館,山水四條屏,紙本水墨/設色,249×65,屏,書畫目錄,佳品（有圖）,精品（清）4,中国大陆,山东,5-15 清画全集 金陵名家,
D011572,,樊雲,清,上海博物館,山水花卉/山水花卉十開,紙本水墨/紙本設色,17.4×20,册,書畫目錄,佳品（有圖）,,中国大陆,上海,5-15 清画全集 金陵名家,
D011572,,官銓,清,上海博物館,山水花卉/山水花卉十開,紙本水墨/紙本設色,17.4×20,册,書畫目錄,佳品（有圖）,,中国大陆,上海,5-15 清画全集 金陵名家,
D011572,,龔柱,清,上海博物館,山水花卉/山水花卉十開,紙本水墨/紙本設色,17.4×20,册,書畫目錄,佳品（有圖）,,中国大陆,上海,5-15 清画全集 金陵名家,
D011572,,鄒壽坤,清,上海博物館,山水花卉/山水花卉十開,紙本水墨/紙本設色,17.4×20,册,書畫目錄,佳品（有圖）,,中国大陆,上海,5-15 清画全集 金陵名家,
D011572,,劉超,清,上海博物館,山水花卉/山水花卉十開,紙本水墨/紙本設色,17.4×20,册,書畫目錄,佳品（有圖）,,中国大陆,上海,5-15 清画全集 金陵名家,
D011572,,王槩,清,上海博物館,山水花卉/山水花卉十開,紙本水墨/紙本設色,17.4×20,册,書畫目錄,佳品（有圖）,,中国大陆,上海,5-15 清画全集 金陵名家,
D011572,,王着,清,上海博物館,山水花卉/山水花卉十開,紙本水墨/紙本設色,17.4×20,册,書畫目錄,佳品（有圖）,,中国大陆,上海,5-15 清画全集 金陵名家,
D011572,,顧惺,清,上海博物館,山水花卉/山水花卉十開,紙本水墨/紙本設色,17.4×20,册,書畫目錄,佳品（有圖）,,中国大陆,上海,5-15 清画全集 金陵名家,
D011571,,樊雲,清,上海博物館,山水花鳥(十開),,l7.5×20.1,册,書畫目錄,佳品（有圖）,,中国大陆,上海,5-15 清画全集 金陵名家,
D011571,,官銓等,清,上海博物館,山水花鳥(十開),,l7.5×20.1,册,書畫目錄,佳品（有圖）,,中国大陆,上海,5-15 清画全集 金陵名家,
D000128,,龔賢,清,上海博物館,山水十二開册（龔賢、大振合作，官銓補景一開）,紙本水墨/設色,20.3×18,册,書畫目錄,佳品（有圖）,,中国大陆,上海,5-15 清画全集 金陵名家,
D000128,,大振,清,上海博物館,山水十二開册（龔賢、大振合作，官銓補景一開）,紙本水墨/設色,20.3×18,册,書畫目錄,佳品（有圖）,,中国大陆,上海,5-15 清画全集 金陵名家,
D000128,,官銓,清,上海博物館,山水十二開册（龔賢、大振合作，官銓補景一開）,紙本水墨/設色,20.3×18,册,書畫目錄,佳品（有圖）,,中国大陆,上海,5-15 清画全集 金陵名家,
D011651,,柳堉,清,上海博物館,山水圖,新安：紙本水墨，金陵：紙本設色,30.8×134.6,卷,書畫目錄,佳品（有圖）,精品（清）3 ；精品（清）5,中国大陆,上海,5-15 清画全集 金陵名家,
D011651,,戴本孝,清,上海博物館,山水圖,新安：紙本水墨，金陵：紙本設色,30.8×134.6,卷,書畫目錄,佳品（有圖）,精品（清）3 ；精品（清）5,中国大陆,上海,5-15 清画全集 金陵名家,
D000155,,龔賢,清,天津博物館,山水十開册,紙本水墨/設色,20.5×32,册,書畫目錄,佳品（有圖）,,中国大陆,天津,5-15 清画全集 金陵名家,
D000155,,官銓,清,天津博物館,山水十開册,紙本水墨/設色,20.5×32,册,書畫目錄,佳品（有圖）,,中国大陆,天津,5-15 清画全集 金陵名家,
D000155,,曹溪,清,天津博物館,山水十開册,紙本水墨/設色,20.5×32,册,書畫目錄,佳品（有圖）,,中国大陆,天津,5-15 清画全集 金陵名家,
D000155,,佚名,清,天津博物館,山水十開册,紙本水墨/設色,20.5×32,册,書畫目錄,佳品（有圖）,,中国大陆,天津,5-15 清画全集 金陵名家,
D000155,,龔柱,清,天津博物館,山水十開册,紙本水墨/設色,20.5×32,册,書畫目錄,佳品（有圖）,,中国大陆,天津,5-15 清画全集 金陵名家,
D000155,,宗言,清,天津博物館,山水十開册,紙本水墨/設色,20.5×32,册,書畫目錄,佳品（有圖）,,中国大陆,天津,5-15 清画全集 金陵名家,
D000155,,劉琳,清,天津博物館,山水十開册,紙本水墨/設色,20.5×32,册,書畫目錄,佳品（有圖）,,中国大陆,天津,5-15 清画全集 金陵名家,
D000155,,巨來,清,天津博物館,山水十開册,紙本水墨/設色,20.5×32,册,書畫目錄,佳品（有圖）,,中国大陆,天津,5-15 清画全集 金陵名家,
D013112,,莊冋生,清,天津博物館,山水(六開),紙本水墨,19.9×16.5,册,書畫目錄,佳品（有圖）,,中国大陆,天津,5-15 清画全集 金陵名家,
D013112,,程正揆,清,天津博物館,山水(六開),紙本水墨,19.9×16.5,册,書畫目錄,佳品（有圖）,,中国大陆,天津,5-15 清画全集 金陵名家,
D013112,,戴明說,清,天津博物館,山水(六開),紙本水墨,19.9×16.5,册,書畫目錄,佳品（有圖）,,中国大陆,天津,5-15 清画全集 金陵名家,
D013112,,陳掖臣,清,天津博物館,山水(六開),紙本水墨,19.9×16.5,册,書畫目錄,佳品（有圖）,,中国大陆,天津,5-15 清画全集 金陵名家,
D013112,,張學曾,清,天津博物館,山水(六開),紙本水墨,19.9×16.5,册,書畫目錄,佳品（有圖）,,中国大陆,天津,5-15 清画全集 金陵名家,
D013112,,翁昇,清,天津博物館,山水(六開),紙本水墨,19.9×16.5,册,書畫目錄,佳品（有圖）,,中国大陆,天津,5-15 清画全集 金陵名家,
D007412,,樊圻,清,武漢博物館,柳閣觀書圖,絹本設色,119.2×52.9,軸,書畫目錄,佳品（有圖）,,中国大陆,湖北,5-15 清画全集 金陵名家,
D007412,,陳卓,清,武漢博物館,柳閣觀書圖,絹本設色,119.2×52.9,軸,書畫目錄,佳品（有圖）,,中国大陆,湖北,5-15 清画全集 金陵名家,
D000099,,龔賢,清,武漢博物館,書畫(八開),紙本水墨/設色,24.7×15.5,屏,書畫目錄,佳品（有圖）,,中国大陆,湖北,5-15 清画全集 金陵名家,
D000099,,紀映鍾,清,武漢博物館,書畫(八開),紙本水墨/設色,24.7×15.5,屏,書畫目錄,佳品（有圖）,,中国大陆,湖北,5-15 清画全集 金陵名家,
D000099,,張遺,清,武漢博物館,書畫(八開),紙本水墨/設色,24.7×15.5,屏,書畫目錄,佳品（有圖）,,中国大陆,湖北,5-15 清画全集 金陵名家,
D000099,,胡士昆,清,武漢博物館,書畫(八開),紙本水墨/設色,24.7×15.5,屏,書畫目錄,佳品（有圖）,,中国大陆,湖北,5-15 清画全集 金陵名家,
D000099,,鄒喆,清,武漢博物館,書畫(八開),紙本水墨/設色,24.7×15.5,屏,書畫目錄,佳品（有圖）,,中国大陆,湖北,5-15 清画全集 金陵名家,
D000099,,向陽,清,武漢博物館,書畫(八開),紙本水墨/設色,24.7×15.5,屏,書畫目錄,佳品（有圖）,,中国大陆,湖北,5-15 清画全集 金陵名家,
D000099,,樊圻,清,武漢博物館,書畫(八開),紙本水墨/設色,24.7×15.5,屏,書畫目錄,佳品（有圖）,,中国大陆,湖北,5-15 清画全集 金陵名家,
D013010,已出版,陳洪綬,明,天津博物館,花卉山水(十開),紙本水墨/設色/絹本設色,23.1×53.5不等/35.2×33.2八大山人尺寸,册,書畫目錄,佳品（有圖）,精品（明）9 ；精品（清）3 ；精品（清）4 ；精品（清）5 ；精品（清）7,中国大陆,天津,5-16 清画全集 扬州名家,5-07 清画全集 弘仁 第2册
D013010,已出版,王樹穀,明,天津博物館,花卉山水(十開),紙本水墨/設色/絹本設色,23.1×53.5不等/35.2×33.2八大山人尺寸,册,書畫目錄,佳品（有圖）,精品（明）9 ；精品（清）3 ；精品（清）4 ；精品（清）5 ；精品（清）7,中国大陆,天津,5-16 清画全集 扬州名家,5-07 清画全集 弘仁 第2册
D013010,已出版,高其佩,明,天津博物館,花卉山水(十開),紙本水墨/設色/絹本設色,23.1×53.5不等/35.2×33.2八大山人尺寸,册,書畫目錄,佳品（有圖）,精品（明）9 ；精品（清）3 ；精品（清）4 ；精品（清）5 ；精品（清）7,中国大陆,天津,5-16 清画全集 扬州名家,5-07 清画全集 弘仁 第2册
D013010,已出版,金俊明,明,天津博物館,花卉山水(十開),紙本水墨/設色/絹本設色,23.1×53.5不等/35.2×33.2八大山人尺寸,册,書畫目錄,佳品（有圖）,精品（明）9 ；精品（清）3 ；精品（清）4 ；精品（清）5 ；精品（清）7,中国大陆,天津,5-16 清画全集 扬州名家,5-07 清画全集 弘仁 第2册
D013010,已出版,弘仁,明,天津博物館,花卉山水(十開),紙本水墨/設色/絹本設色,23.1×53.5不等/35.2×33.2八大山人尺寸,册,書畫目錄,佳品（有圖）,精品（明）9 ；精品（清）3 ；精品（清）4 ；精品（清）5 ；精品（清）7,中国大陆,天津,5-16 清画全集 扬州名家,5-07 清画全集 弘仁 第2册
D013010,已出版,吴宏,明,天津博物館,花卉山水(十開),紙本水墨/設色/絹本設色,23.1×53.5不等/35.2×33.2八大山人尺寸,册,書畫目錄,佳品（有圖）,精品（明）9 ；精品（清）3 ；精品（清）4 ；精品（清）5 ；精品（清）7,中国大陆,天津,5-16 清画全集 扬州名家,5-07 清画全集 弘仁 第2册
D013010,已出版,樊圻,明,天津博物館,花卉山水(十開),紙本水墨/設色/絹本設色,23.1×53.5不等/35.2×33.2八大山人尺寸,册,書畫目錄,佳品（有圖）,精品（明）9 ；精品（清）3 ；精品（清）4 ；精品（清）5 ；精品（清）7,中国大陆,天津,5-16 清画全集 扬州名家,5-07 清画全集 弘仁 第2册
D013010,已出版,梅清,明,天津博物館,花卉山水(十開),紙本水墨/設色/絹本設色,23.1×53.5不等/35.2×33.2八大山人尺寸,册,書畫目錄,佳品（有圖）,精品（明）9 ；精品（清）3 ；精品（清）4 ；精品（清）5 ；精品（清）7,中国大陆,天津,5-16 清画全集 扬州名家,5-07 清画全集 弘仁 第2册
D013010,已出版,華嵒,明,天津博物館,花卉山水(十開),紙本水墨/設色/絹本設色,23.1×53.5不等/35.2×33.2八大山人尺寸,册,書畫目錄,佳品（有圖）,精品（明）9 ；精品（清）3 ；精品（清）4 ；精品（清）5 ；精品（清）7,中国大陆,天津,5-16 清画全集 扬州名家,5-07 清画全集 弘仁 第2册
D013010,已出版,八大山人,明,天津博物館,花卉山水(十開),紙本水墨/設色/絹本設色,23.1×53.5不等/35.2×33.2八大山人尺寸,册,書畫目錄,佳品（有圖）,精品（明）9 ；精品（清）3 ；精品（清）4 ；精品（清）5 ；精品（清）7,中国大陆,天津,5-16 清画全集 扬州名家,5-07 清画全集 弘仁 第2册
D007428,已出版,石濤,清,武漢博物館,雜畫(六開)/雜畫六開（出版）,紙本水墨/設色,23.5×28.8,册,書畫目錄,佳品（有圖）,,中国大陆,湖北,5-16 清画全集 扬州名家,5-10 清画全集 石涛 第8册
D007428,已出版,汪士慎,清,武漢博物館,雜畫(六開)/雜畫六開（出版）,紙本水墨/設色,23.5×28.8,册,書畫目錄,佳品（有圖）,,中国大陆,湖北,5-16 清画全集 扬州名家,5-10 清画全集 石涛 第8册
D007428,已出版,王式,清,武漢博物館,雜畫(六開)/雜畫六開（出版）,紙本水墨/設色,23.5×28.8,册,書畫目錄,佳品（有圖）,,中国大陆,湖北,5-16 清画全集 扬州名家,5-10 清画全集 石涛 第8册
D007428,已出版,王斌,清,武漢博物館,雜畫(六開)/雜畫六開（出版）,紙本水墨/設色,23.5×28.8,册,書畫目錄,佳品（有圖）,,中国大陆,湖北,5-16 清画全集 扬州名家,5-10 清画全集 石涛 第8册
D007428,已出版,崔瑶,清,武漢博物館,雜畫(六開)/雜畫六開（出版）,紙本水墨/設色,23.5×28.8,册,書畫目錄,佳品（有圖）,,中国大陆,湖北,5-16 清画全集 扬州名家,5-10 清画全集 石涛 第8册
D007358,,虞蟾,清,湖北省博物館,撥阮圖,紙本設色,215×107,軸,書畫目錄,佳品（有圖）,,中国大陆,湖北,5-16 清画全集 扬州名家,
D007358,,王素,清,湖北省博物館,撥阮圖,紙本設色,215×107,軸,書畫目錄,佳品（有圖）,,中国大陆,湖北,5-16 清画全集 扬州名家,
D009278,,張問陶,清,遼寧省博物館,杜甫詩意(二開),紙本設色,37.6×47.2,册,書畫目錄,佳品（有圖）,,中国大陆,辽宁,5-16 清画全集 扬州名家,
D009278,,朱鶴年,清,遼寧省博物館,杜甫詩意(二開),紙本設色,37.6×47.2,册,書畫目錄,佳品（有圖）,,中国大陆,辽宁,5-16 清画全集 扬州名家,
D009828,,高鳳翰,清,青島市博物館,山水圖,紙本水墨/設色,,,,,,中国大陆,山东,5-16 清画全集 扬州名家,
D009828,,朱文震,清,青島市博物館,山水圖,紙本水墨/設色,,,,,,中国大陆,山东,5-16 清画全集 扬州名家,
D009828,,李璿,清,青島市博物館,山水圖,紙本水墨/設色,,,,,,中国大陆,山东,5-16 清画全集 扬州名家,
D011713,,華喦,清,上海博物館,篤學圖/沈瑜篤學圖（圖目）,絹本設色,160×83.6,軸,書畫目錄,佳品（有圖）,,中国大陆,上海,5-16 清画全集 扬州名家,
D011713,,沈瑜,清,上海博物館,篤學圖/沈瑜篤學圖（圖目）,絹本設色,160×83.6,軸,書畫目錄,佳品（有圖）,,中国大陆,上海,5-16 清画全集 扬州名家,
